merchant_id,merchant_source_id,merchant_city,merchant_state,zip,mcc
168,4751695835751691036,Reading,PA,19607.0,5814
169,4552887027432897467,Oakland,CA,94606.0,3596
170,6135208568923449408,Memphis,TN,38134.0,9402
171,5205099864768539121,Woburn,MA,1801.0,5812
172,-2744911404133435018,Miami,FL,33183.0,5812
173,-4214365331237497039,Ohatchee,AL,36271.0,5813
174,2552240663952107054,Apple River,IL,61001.0,4111
175,-498009133522698811,Dover,AR,72837.0,7230
176,-4500542936415012428,Lakeville,MN,55044.0,5814
177,3189517333335617109,Brownsville,TX,78521.0,5311
178,-5162038175624867091,Willowbrook,IL,60527.0,5541
179,-553901391077514647,Conrad,MT,59425.0,7995
180,-5062190582870859165,Carpinteria,CA,93014.0,5300
181,-727612092139916043,American Fork,UT,84003.0,5411
182,2106060997719637421,Oviedo,FL,32765.0,5812
183,8121965002431305558,Newport,RI,2840.0,5411
184,-85070450838390220,Suffolk,VA,23434.0,5541
185,-5162038175624867091,Conklin,NY,13748.0,5541
186,-4282466774399734331,Columbia,TN,38401.0,4829
187,208649686760524778,ONLINE,Unknown,Unknown,5651
188,7318338187863890922,ONLINE,Unknown,Unknown,7996
189,-7388282008733828246,Beacon Falls,CT,6403.0,5411
190,-5801542570364458440,Waimanalo,HI,96795.0,5411
191,7069584154815291371,Bradenton,FL,34212.0,5812
192,-6738340320657348028,Hollywood,MD,20636.0,7538
193,-4282466774399734331,Lonoke,AR,72086.0,4829
194,97032797689821735,Los Angeles,CA,90017.0,5411
195,6404555053763054762,Port au Prince,Haiti,Unknown,5310
196,-1288082279022882052,Mesquite,TX,75150.0,5499
197,1799189980464955940,Mcalester,OK,74501.0,5499
198,-4693979874497918566,Jackson,MS,39213.0,7538
199,112925206871091074,Contoocook,NH,3229.0,5541
200,-245178307025547046,Omaha,NE,68104.0,5311
201,-245178307025547046,Memphis,TN,38109.0,5311
202,112925206871091074,College Park,MD,20740.0,5541
203,-1288082279022882052,Fresno,CA,93650.0,5499
204,-1288082279022882052,Columbia,KY,42728.0,5499
205,-4317138273541964845,Tacoma,WA,98406.0,5211
206,-4051610135453927412,Normal,IL,61761.0,5541
207,6882551472640459815,Oakland,CA,94601.0,5812
208,-7146670748125200898,Wheeling,WV,26003.0,5970
209,878534750241365141,Seaford,DE,19973.0,5812
210,-5112922803124137973,Lancaster,OH,43130.0,5411
211,-4500542936415012428,Carrollton,TX,75006.0,5814
212,6654290286221782850,ONLINE,Unknown,Unknown,4899
213,-2917267394248886681,Arcadia,CA,91007.0,7802
214,-5086441420098578232,Boaz,AL,35957.0,5651
215,-2916542501422915698,Lancaster,NY,14086.0,5719
216,-1288082279022882052,Bothell,WA,98021.0,5499
217,6698459923198770712,Spartanburg,SC,29303.0,4814
218,-7807051024009846392,ONLINE,Unknown,Unknown,3684
219,97032797689821735,Mentor,OH,44060.0,5411
220,-5530225470561435013,West Baden Springs,IN,47469.0,7542
221,-794809796539996541,Scituate,MA,2066.0,5814
222,2885199514893750404,Drums,PA,18222.0,7230
223,-2832155280902442718,Prineville,OR,97754.0,4900
224,-7269691894846892021,Wilmington,DE,19804.0,5411
225,-3882604853050702368,Huntington Station,NY,11746.0,5921
226,6042526206085641250,Grand Junction,CO,81506.0,5912
227,-5546413340531643048,Revere,MA,2151.0,5812
228,3856533877190836789,North Andover,MA,1845.0,5411
229,7069584154815291371,Tacoma,WA,98404.0,5812
230,-112121233619748226,Johannesberg,South Africa,Unknown,3509
231,-1288082279022882052,Sanford,FL,32771.0,5499
232,1913477460590765860,Fargo,ND,58103.0,5300
233,-563157518771065152,Strasburg,OH,44680.0,5310
234,-1523874408248535149,Miami,FL,33193.0,5932
235,5817218446178736267,Louisville,OH,44641.0,5912
236,5763106017265139365,Pompano Beach,FL,33063.0,5310
237,-6571010470072147219,Bluffton,SC,29910.0,5499
238,-4462026225108433970,O Fallon,MO,63366.0,5912
239,-7576255913595925260,Fort Gibson,OK,74434.0,5813
240,7084019817070015927,Houston,TX,77064.0,5300
241,-5904116920141006298,Merced,CA,95340.0,5719
242,-6571010470072147219,Richmond,CA,94804.0,5499
243,-5475680618560174533,Weston,MA,2493.0,5942
244,5507353000713503121,Rome,Italy,Unknown,4121
245,9057735476014445185,ONLINE,Unknown,Unknown,5311
246,-8537896458912354945,Antioch,CA,94531.0,5921
247,4722913068560264812,Port Huron,MI,48060.0,5411
248,-2099821449681729354,ONLINE,Unknown,Unknown,7801
249,1704172588052121931,Orlando,FL,32817.0,5812
250,-727612092139916043,Monterey Park,CA,91754.0,5411
251,-7016888828590848447,Paragould,AR,72450.0,7538
252,9060663733032656656,Oshkosh,WI,54901.0,4121
253,-4282466774399734331,North Las Vegas,NV,89032.0,4829
254,6042526206085641250,Atlanta,GA,30317.0,5912
255,-2472481739355111587,Mira Loma,CA,91752.0,7538
256,-5475680618560174533,Mount Pleasant,PA,15666.0,5942
257,-6571010470072147219,Muncie,IN,47304.0,5499
258,-3345936507911876459,Atlanta,GA,30316.0,7538
259,-5431470509551236207,ONLINE,Unknown,Unknown,5192
260,-5162038175624867091,Gillette,WY,82716.0,5541
261,5474320255037684877,Lenoir,NC,28645.0,5912
262,3452760747765970571,Elberton,GA,30635.0,3174
263,-5467922351692495955,Lynnwood,WA,98087.0,5912
264,4711483277600031279,Stockton,CA,95205.0,5411
265,-3345936507911876459,Salemburg,NC,28385.0,7538
266,5220552136456346690,Grand Rapids,MI,49534.0,5411
267,3697298893047385844,Salisbury,NC,28147.0,5411
268,8495087216840197025,Naples,FL,34109.0,7538
269,-1288082279022882052,Chattanooga,TN,37421.0,5499
270,2983489046336851633,Jamestown,NY,14701.0,5921
271,3308533234980586933,Los Angeles,CA,90037.0,4900
272,-4282466774399734331,Carrollton,TX,75007.0,4829
273,1913477460590765860,Hollywood,SC,29449.0,5300
274,-6571010470072147219,Dover,OH,44622.0,5499
275,8744048232142204,ONLINE,Unknown,Unknown,7801
276,6247119932617614919,Summerville,SC,29485.0,5300
277,9076791046097036864,Milton,PA,17847.0,5912
278,6098563624419731578,Prairie Village,KS,66208.0,4214
279,6666504894937430109,Rio Rico,AZ,85648.0,5499
280,-4334232547381218591,Boaz,AL,35957.0,5541
281,1913477460590765860,Beaufort,SC,29902.0,5300
282,2027553650310142703,Berkeley Heights,NJ,7922.0,5541
283,6028103724226850959,Keller,TX,76248.0,5661
284,-5162038175624867091,Vance,AL,35490.0,5541
285,6666504894937430109,Beaverton,OR,97006.0,5499
286,1913477460590765860,Warrington,PA,18976.0,5300
287,5205099864768539121,Kirkland,WA,98033.0,5812
288,-2945193486514245271,Barberton,OH,44203.0,5411
289,-6161792371494728879,ONLINE,Unknown,Unknown,3389
290,-2744911404133435018,Cedar Rapids,IA,52403.0,5812
291,-8393403536864044661,Strasburg,OH,44680.0,8011
292,4298169186420408315,Fort Polk,LA,71459.0,5211
293,-245178307025547046,Valparaiso,IN,46385.0,5311
294,97032797689821735,Hailey,ID,83333.0,5411
295,5817218446178736267,ONLINE,Unknown,Unknown,5912
296,1799189980464955940,Severn,MD,21144.0,5499
297,1927116113807344735,Harvey,LA,70058.0,5912
298,838425044734233142,Wethersfield,CT,6109.0,4814
299,-5979843512285185274,Middletown,OH,45042.0,5921
300,97032797689821735,Cordele,GA,31015.0,5411
301,-4282466774399734331,Chicago,IL,60624.0,4829
302,-5467922351692495955,Los Angeles,CA,90037.0,5912
303,8085222291287560161,Saint Cloud,FL,34771.0,5812
304,-5162038175624867091,Katonah,NY,10536.0,5541
305,-8261280637950862638,Ridgefield,WA,98642.0,7230
306,-4752064311331295725,Fort Worth,TX,76106.0,4214
307,-370502425362790258,Somerset,NJ,8873.0,5411
308,2027553650310142703,Wichita,KS,67212.0,5541
309,97032797689821735,New Galilee,PA,16141.0,5411
310,-1243653537087039368,ONLINE,Unknown,Unknown,6300
311,6590763583995275789,La Habra,CA,90631.0,5411
312,-5581123930363301609,Liberty,TX,77575.0,5311
313,-1908131910424232363,ONLINE,Unknown,Unknown,3771
314,-6761066196029841443,Oakland,CA,94621.0,5310
315,3189517333335617109,Pearland,TX,77581.0,5311
316,-1615166983578079078,Port au Prince,Haiti,Unknown,5912
317,97032797689821735,Shreveport,LA,71107.0,5411
318,-6571010470072147219,Lake Havasu City,AZ,86404.0,5499
319,1347093583569763534,Stuart,FL,34997.0,5912
320,1799189980464955940,Farmington,MN,55024.0,5499
321,7181643329837320971,Manteca,CA,95337.0,5812
322,602032797449605673,Somerset,NJ,8873.0,8011
323,-1743929331676800115,Cleveland,OH,44143.0,5300
324,1799189980464955940,Mokena,IL,60448.0,5499
325,1704172588052121931,Bowling Green,KY,42103.0,5812
326,2027553650310142703,San Francisco,CA,94131.0,5541
327,-2815393848937414116,Thorofare,NJ,8086.0,5912
328,6661973303171003879,Maineville,OH,45039.0,5211
329,-4282466774399734331,Meridian,MS,39301.0,4829
330,-269746559752930850,Rockwall,TX,75032.0,5912
331,-9135361266042638987,Houston,TX,77081.0,5411
332,-5162038175624867091,Dallas,TX,75212.0,5541
333,-6571010470072147219,Lawton,OK,73505.0,5499
334,6666504894937430109,Manly,IA,50456.0,5499
335,-245178307025547046,Mexico City,Mexico,Unknown,5311
336,1270471339275628505,Waianae,HI,96792.0,3730
337,483490033258680568,San Mateo,CA,94401.0,3504
338,6870028772206280060,Dacula,GA,30019.0,5912
339,-7759074308363763111,ONLINE,Unknown,Unknown,5651
340,-5467922351692495955,Miami,FL,33175.0,5912
341,-6571010470072147219,Jersey City,NJ,7306.0,5499
342,3189517333335617109,Midway City,CA,92655.0,5311
343,1799189980464955940,Blue Springs,MO,64015.0,5499
344,1139640404793641563,Olympia,WA,98516.0,5541
345,-8798331441203866966,Lakewood,NJ,8701.0,5411
346,-7124814404172935865,Baltimore,MD,21239.0,5912
347,9057735476014445185,Los Angeles,CA,90004.0,5311
348,7575737796969262412,Wilmore,KY,40390.0,5300
349,6661973303171003879,Bountiful,UT,84010.0,5211
350,97032797689821735,Houston,TX,77061.0,5411
351,112925206871091074,Houston,TX,77056.0,5541
352,-5475680618560174533,Algodones,NM,87001.0,5942
353,-5949357157231676152,ONLINE,Unknown,Unknown,4900
354,1913477460590765860,ONLINE,Unknown,Unknown,5300
355,-3070247852810944136,Palos Verdes Peninsula,CA,90274.0,4121
356,8458444125836835005,Milledgeville,GA,31061.0,7996
357,-5467922351692495955,Paynesville,MN,56362.0,5912
358,-3788868161627549484,Kensington,OH,44427.0,5310
359,1913477460590765860,Somerset,NJ,8873.0,5300
360,6042526206085641250,El Paso,TX,79904.0,5912
361,-5382690503696780522,Elberton,GA,30635.0,8049
362,4751695835751691036,Dulac,LA,70353.0,5814
363,4722913068560264812,Hendersonville,TN,37075.0,5411
364,1913477460590765860,West Linn,OR,97068.0,5300
365,-8949121152347707073,Lake Forest,CA,92630.0,5912
366,7522433618679272954,Stamford,CT,6922.0,5411
367,4722913068560264812,Northborough,MA,1532.0,5411
368,-7181521001149318777,Tucson,AZ,85711.0,4121
369,-4282466774399734331,Binghamton,NY,13903.0,4829
370,-4618475383907732870,Green Bay,WI,54302.0,7832
371,1799189980464955940,Hartford City,IN,47348.0,5499
372,-4282466774399734331,Anderson,SC,29621.0,4829
373,-5581123930363301609,ONLINE,Unknown,Unknown,5311
374,3753597991053495366,Mount Kisco,NY,10549.0,5211
375,-5739178708996532803,Corona,NY,11368.0,5411
376,97032797689821735,Fort Wayne,IN,46814.0,5411
377,-727612092139916043,Miami,FL,33157.0,5411
378,8243190598274244539,Albuquerque,NM,87121.0,5812
379,-8254405722253003769,Georgetown,TX,78633.0,5499
380,-5162038175624867091,Bessemer,AL,35023.0,5541
381,1799189980464955940,Wilson,AR,72395.0,5499
382,-8840252114438082545,Griffin,GA,30224.0,5411
383,-4282466774399734331,Lakeview,AR,72642.0,4829
384,-5705357447969288438,Compton,CA,90222.0,4900
385,2027553650310142703,Islandton,SC,29929.0,5541
386,7847619186796796084,North Richland Hills,TX,76180.0,5812
387,1850507356060674468,Blackville,SC,29817.0,5812
388,-5693635707082433953,New York,NY,10002.0,4112
389,-4927381308738947637,Oceanside,CA,92057.0,5812
390,2027553650310142703,Miami,FL,33193.0,5541
391,-4940701518079682253,Stuart,FL,34997.0,5812
392,-4282466774399734331,North Hollywood,CA,91605.0,4829
393,-1288082279022882052,Nashport,OH,43830.0,5499
394,4722913068560264812,Findlay,OH,45840.0,5411
395,-6571010470072147219,Norwalk,CT,6854.0,5499
396,1799189980464955940,Kennewick,WA,99336.0,5499
397,8374142244146373250,San Leandro,CA,94578.0,5812
398,-4282466774399734331,Amityville,NY,11701.0,4829
399,6666504894937430109,Indianapolis,IN,46256.0,5499
400,3189517333335617109,Alpharetta,GA,30022.0,5311
401,-5162038175624867091,Casper,WY,82604.0,5541
402,3990720339109974705,Grenada,MS,38901.0,7230
403,483490033258680568,Rome,Italy,Unknown,3504
404,-5475680618560174533,Elk Grove,CA,95757.0,5942
405,-8826348804033622422,Roanoke,TX,76262.0,5411
406,6051395022895754231,Rome,Italy,Unknown,5310
407,1799189980464955940,Dallas,TX,75254.0,5499
408,3379233059024854499,San Leandro,CA,94577.0,5300
409,6135208568923449408,ONLINE,Unknown,Unknown,9402
410,2027553650310142703,Brewster,MA,2631.0,5541
411,-943868364556867404,Berlin Heights,OH,44814.0,7922
412,-5475680618560174533,Ripley,TN,38063.0,5942
413,9057735476014445185,Rome,Italy,Unknown,5311
414,4722913068560264812,League City,TX,77573.0,5411
415,5237739159769445856,ONLINE,Unknown,Unknown,3775
416,1799189980464955940,Granville,IA,51022.0,5499
417,1799189980464955940,Kissimmee,FL,34744.0,5499
418,-1567504058591732383,Allen,TX,75002.0,5300
419,6098563624419731578,Pompano Beach,FL,33063.0,4214
420,2027553650310142703,Evanston,IL,60201.0,5541
421,-4317138273541964845,Fort Worth,TX,76120.0,5211
422,5232804510082391016,Los Angeles,CA,90007.0,5814
423,2495118902909632068,Cushing,OK,74023.0,5300
424,-7554393822661400540,Wynnewood,PA,19096.0,7538
425,-5162038175624867091,Fargo,ND,58103.0,5541
426,7872417725945826787,Somerset,NJ,8873.0,4900
427,483490033258680568,ONLINE,Unknown,Unknown,3504
428,8471723910960120002,San Diego,CA,92122.0,5411
429,1913477460590765860,Sturbridge,MA,1566.0,5300
430,310810032486371359,Brooklyn,NY,11212.0,5813
431,-5053984218252036458,Dublin,VA,24084.0,8062
432,-6016172918861290481,Hendersonville,TN,37075.0,5912
433,-1643365432367236294,Port Orchard,WA,98366.0,5310
434,1184165243450200853,Clifton,NJ,7012.0,4121
435,-7146670748125200898,White Hall,MD,21161.0,5970
436,-1288082279022882052,Detroit,MI,48209.0,5499
437,-6571010470072147219,Barnhart,MO,63012.0,5499
438,2449583382738295866,Monroe Township,NJ,8831.0,5411
439,8817032845958702593,Glendale,CA,91203.0,4121
440,-4282466774399734331,Goldsboro,NC,27534.0,4829
441,-6365267807280265009,Keller,TX,76248.0,5411
442,7145736684866660022,ONLINE,Unknown,Unknown,5251
443,-7310878907588019515,Camarillo,CA,93010.0,4900
444,4722705720413496290,Belle Fourche,SD,57717.0,7210
445,2287729255356123198,Concord,NC,28025.0,7230
446,4722913068560264812,Jensen Beach,FL,34957.0,5411
447,1799189980464955940,Naperville,IL,60565.0,5499
448,-3432554809844623246,Grantville,GA,30220.0,4111
449,7765687711637575872,Mount Pleasant,NC,28124.0,5411
450,-1288082279022882052,Claypool,IN,46510.0,5499
451,-5904116920141006298,Fairfax,CA,94978.0,5719
452,-7598764803164196871,Park City,MT,59063.0,5300
453,8277692861969028784,Billings,MT,59102.0,4121
454,1799189980464955940,Grenada,MS,38902.0,5499
455,-8469804170246456781,Fayetteville,NC,28314.0,5300
456,1799189980464955940,Houston,TX,77056.0,5499
457,-1939141273423816814,Hamilton,OH,45013.0,5045
458,-7759074308363763111,Tehachapi,CA,93561.0,5651
459,-727612092139916043,Fife Lake,MI,49633.0,5411
460,-867029697998560045,Minneapolis,MN,55449.0,5411
461,4751695835751691036,Rome,Italy,Unknown,5814
462,232091554095806447,Palmdale,CA,93552.0,5912
463,5763106017265139365,La Mesa,CA,91941.0,5310
464,97032797689821735,Lancaster,NY,14086.0,5411
465,97032797689821735,Keystone Heights,FL,32656.0,5411
466,-5162038175624867091,Locust Fork,AL,35097.0,5541
467,6666504894937430109,Midlothian,IL,60445.0,5499
468,-85070450838390220,Oakdale,LA,71463.0,5541
469,-4282466774399734331,Osprey,FL,34229.0,4829
470,-4282466774399734331,Omaha,NE,68144.0,4829
471,270533793434873253,Odessa,FL,33556.0,7349
472,5378530785069956497,Lake View,NY,14085.0,5651
473,2027553650310142703,Mexico City,Mexico,Unknown,5541
474,4751695835751691036,Brooklyn,NY,11232.0,5814
475,-8635552107856548684,Saint Louis,MO,63112.0,5813
476,-5904116920141006298,Camarillo,CA,93012.0,5719
477,4573875080712571902,Rome,Italy,Unknown,5045
478,-5667833425955133430,Battle Creek,MI,49015.0,5300
479,-5904116920141006298,Plainsboro,NJ,8536.0,5719
480,97032797689821735,Piggott,AR,72454.0,5411
481,4722913068560264812,Myrtle Beach,SC,29579.0,5411
482,3485414156003365074,Novi,MI,48375.0,7210
483,-4282466774399734331,Zwolle,LA,71486.0,4829
484,2175197697564820301,Rancho Cucamonga,CA,91730.0,5310
485,4100174034814672791,Lake Forest,CA,92630.0,5300
486,-543251973251703900,ONLINE,Unknown,Unknown,5977
487,-8178490061218982317,North Lawrence,OH,44666.0,7538
488,-8826348804033622422,Omaha,NE,68137.0,5411
489,2027553650310142703,Nashport,OH,43830.0,5541
490,822647939787511611,ONLINE,Unknown,Unknown,5311
491,890546935441988241,New York,NY,10069.0,5921
492,4722913068560264812,Lowell,MA,1851.0,5411
493,3845007774671367503,Phoenix,AZ,85027.0,5813
494,4818272789472703390,Sanford,FL,32773.0,5912
495,-2916542501422915698,Captiva,FL,33924.0,5719
496,1362943708209745080,Henderson,TX,75652.0,5921
497,-6083400383071796765,Alcoa,TN,37701.0,5411
498,7132919534969217203,ONLINE,Unknown,Unknown,4784
499,-5162038175624867091,Medford,OR,97504.0,5541
500,190253443608377572,ONLINE,Unknown,Unknown,3359
501,-1288082279022882052,Broad Run,VA,20137.0,5499
502,2250182670968145662,San Antonio,TX,78240.0,5921
503,-5162038175624867091,Dover,DE,19901.0,5541
504,-5822947249632773607,Tucson,AZ,85711.0,8041
505,2027553650310142703,Bothell,WA,98011.0,5541
506,-5467922351692495955,Berkeley,CA,94703.0,5912
507,-6571010470072147219,Mission,TX,78572.0,5499
508,6666504894937430109,Kissimmee,FL,34746.0,5499
